3.0	6.0	2.0	2.0	0.0	3.0	4.0	7.0	26.0	3.0	4.0	0.0	0.0	4.0	1.0	5.0	3.0	20.0	3.0	0.0	6.0	2.0	4.0	7.0	7.0	2.0	1.0	12.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	0.0	6.0	2.0	1.0	0.0	2.0	1.0	4.0	3.0	10.0	2.0	3.0	1.0	3.0	3.0	2.0	5.0	10.0	1.0	2.0	8.0	1.0	2.0	4.0	2.0	3.0	3.0	
10.0	2.0	0.0	1.0	1.0	0.0	3.0	1.0	1.0	6.0	9.0	2.0	1.0	0.0	6.0	2.0	5.0	4.0	1.0	2.0	22.0	5.0	13.0	1.0	8.0	3.0	5.0	12.0	6.0	6.0	5.0	1.0	0.0	1.0	2.0	5.0	1.0	9.0	0.0	1.0	0.0	7.0	1.0	9.0	22.0	2.0	3.0	1.0	4.0	0.0	4.0	6.0	4.0	6.0	5.0	0.0	5.0	7.0	0.0	1.0	1.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	
2.0	0.0	0.0	0.0	0.0	1.0	2.0	18.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	6.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	2.0	0.0	5.0	3.0	1.0	0.0	0.0	
0.0	2.0	3.0	2.0	0.0	8.0	4.0	2.0	1.0	2.0	1.0	0.0	3.0	4.0	4.0	5.0	2.0	3.0	2.0	0.0	5.0	4.0	4.0	4.0	0.0	2.0	4.0	6.0	2.0	21.0	3.0	4.0	1.0	3.0	3.0	4.0	8.0	0.0	1.0	2.0	9.0	5.0	0.0	5.0	7.0	2.0	0.0	2.0	1.0	16.0	2.0	9.0	1.0	0.0	1.0	10.0	1.0	6.0	5.0	3.0	0.0	4.0	
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	1.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
0.0	0.0	1.0	0.0	0.0	2.0	6.0	2.0	2.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	
3.0	9.0	3.0	0.0	0.0	11.0	0.0	22.0	2.0	3.0	0.0	0.0	4.0	17.0	0.0	4.0	8.0	1.0	2.0	0.0	6.0	11.0	2.0	12.0	20.0	8.0	0.0	31.0	2.0	0.0	17.0	1.0	2.0	1.0	1.0	6.0	7.0	35.0	0.0	0.0	2.0	8.0	4.0	11.0	8.0	1.0	0.0	5.0	9.0	4.0	16.0	10.0	3.0	25.0	7.0	3.0	7.0	5.0	12.0	0.0	0.0	0.0	
2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	10.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	21.0	0.0	8.0	2.0	0.0	5.0	6.0	1.0	0.0	1.0	0.0	0.0	5.0	2.0	2.0	1.0	5.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	2.0	3.0	1.0	3.0	1.0	3.0	0.0	1.0	1.0	5.0	1.0	1.0	1.0	0.0	2.0	
0.0	0.0	1.0	1.0	0.0	0.0	1.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	
